,shop_name,review,stars
5466,Radio Coffee & Beer,""" 8/3/2016 Had this little gem coffee shop bookmarked for months and months. I thought parking onsite would be very little and crammed and it was.  Nightmare parking unless you don't mind parking offsite and walking is a major deterrent",because the chai tea lattes I got were bad and expensive I would have to say just don't.  Starbucks shouldn't be better
5467,Radio Coffee & Beer,4/21/2016 1 check-in Veracruz Taco Truck - delicioso salsas                                        Cozumel Curry Truck - healthful fabulous flavor for all kinds Basically always happy to visit Radio. See someone ya know Tasty beers / coffee /wine Apple commercial inside 3 separate outdoor spaces Always chat with others at the picnic tables Hipster service Weekly events Its legit Vegan curry wrap dales pale ale veracruz salsa 512 IPA,4.0 star rating
5468,Radio Coffee & Beer,""" 3/5/2016 The coffee is good.  The service staff seemed a bit overwhelmed when we went on a Sunday to get some work done... WITH NO WiFi ON WEEKENDS... WHAT?! I live close to Bennu and Cherrywood here on the Eastside where it's always available",so I'll stick to my home turf and skip the drive next time. If your South
5469,Radio Coffee & Beer,5/20/2016 Great stop for anyone who likes coffee or beer. Pretty great atmosphere as long as you don't mind bringing some noise canceling headphones for your laptop. Potentially a great place to meet people or meet with people!  Cortado is smooth and silky. Highly recommend. Fancy Friday afternoon at Radio. Great craft list and the coffee is great too!,5.0 star rating
5470,Radio Coffee & Beer,""" 7/22/2016 This is the best spot on the south side. They have weekly movie nights",music
5471,Radio Coffee & Beer,""" 3/6/2016 2 check-ins Oh Radio tell me everything you know. I will believe your every word you tell me so.  This place is trendy! I love bar",coffee shop combos. What Radio lacks in parking spots
5472,Radio Coffee & Beer,""" 8/23/2016 This place is great.  We go almost every Monday for Bluegrass night. There's lots of outdoor seating at tables",or bring a blanket like we do and watch the music picnic style. Radio has a great selection of beer
5473,Radio Coffee & Beer,""" 11/22/2015 One of the classiest coffee places in the city - hands down.  The coffee itself is outstanding.  Many places when they offer a """"premium custom gourmet special"""" espresso -  what is often offered is an indifferent not-worth-it coffee.  (This means you",Houndstooth.)  Here
5474,Radio Coffee & Beer,""" 12/29/2015 1 check-in Yeah",I like it. Came here to meet some friends and actually enjoyed it. Love the food trailers here and the place is nicely done. Parking is a bitch and a half
5475,Radio Coffee & Beer,""" 11/29/2015 1 check-in Stopped in here for a cup of coffee and was hoping for a dessert.  My wife got a hazelnut latte and I got a cold brew.  We both thought our coffees were great.  The only thing missing",really nothing to offer for dessert or a pastry.  Now if they could get a dessert food truck to park in the back
5476,Radio Coffee & Beer,""" 9/8/2016 Easily the best",most unique coffee shop I've been to.  The coffee is fine.  I'm not here for the coffee.  It's a bonus but id rather have a mimosa or taco.  It's way too fun and vibey to be a boring coffee shop.  It's always a mixed bag here and my go to spot for business
5477,Radio Coffee & Beer,""" 6/8/2016 I came here for the first time this week. During the day",it was great! The baristas/bartenders were super friendly. I had Veracruz tacos for lunch (so freaking good) and beer to get me through my afternoon workload. It is REALLY noisy all the time
5478,Radio Coffee & Beer,""" 9/11/2016 Radio. I love you and I hate you. It's all about the space- the courtyard and climbing tree are awesome",I don't care about parking down the street. 8 out of 10 times the coffee is great. Expect smug and crappy attitudes
5479,Radio Coffee & Beer,""" 10/11/2016 This is a great place to go with friends. Delicious coffee. Minus a star because they stop the wifi after 5 pm on weekdays. On weekends","there is no internet connection at all. """
5480,Radio Coffee & Beer,""" 1/18/2016 1 check-in Coffee shop",bar
5481,Radio Coffee & Beer,7/27/2016 Coffee and beer are two things that make any work week better. It's hard to review this place without taking into consideration the amazing food truck on their property!  I was impressed with the amount of beers on tap including my favorite blue owl! They even had many different varieties from the various craft breweries.  Inside is small and dark but there are so many picnic tables for seating outside! Its an easy place to meet up to chat with friends.  I'll have to go back soon to check out their movie nights. They had school of rock playing when I left!,4.0 star rating
5482,Radio Coffee & Beer,""" 7/11/2016 Radio is a solid spot for a cup of coffee when you want to hang out in the afternoon breeze.  The coffee shop boasts great coffee",craft beer
5483,Radio Coffee & Beer,""" 10/7/2016 Super hip. I do love Radio",but it's the kind of place that people dress up and go to be seen. And when I say dress up
5484,Radio Coffee & Beer,""" 7/7/2016 I wish my stars could go higher than a 5","becuase this place is a solid 10. Radio opened shortly after my husband and I moved to ATX and it soon became our """"spot."""" The people of Radio have become our great friends and always have treated us like family. Tane is nothing but a ray of sunshine"
5485,Radio Coffee & Beer,""" 10/6/2015 13 check-ins Great cafe/bar spot. Awesome neighborhood vibe",especially on Bluegrass Mondays which is a total scene. They have all types of nifty
5486,Radio Coffee & Beer,""" 6/3/2015 3 check-ins Best Caramel Latte in town!    In the evenings",there's a younger guy who has a totally cool curly haired mo-hawk thing going on.  He is the one you want to make your latte.  I have no idea what he does to make it so creamy and flavorful
5487,Radio Coffee & Beer,""" 10/10/2015 1 check-in Loved the atmosphere here! I stopped here for breakfast and coffee (two days in a row because i liked it so much) while in the area for the weekend. The vibe is really young and fresh but","welcoming to young families with it's outdoor seating and space to hang around. The food trucks outside are convenient and give it the authentic Austin feel.  I tried the nitro (basically a cold brew coffee that tastes like guinness's coffee sister) the first day and a latte the second day. I enjoyed both a lot - I was really hoping for a traditional iced coffee the first day but was pleasantly surprised by how much I enjoyed the nitro.  My one caveat about the place is definitely that the line can become massively long. Waves of people come in on the weekends so be sure to leave yourself some time! """
5488,Radio Coffee & Beer,""" 10/1/2015 1 check-in Delicious beer and I fell in love with the courtyard and the lil foodtrucks they have. Outside...under the tent...by the food trucks","lovely """
5489,Radio Coffee & Beer,""" 8/17/2016 They have cold brew on tap! And vegan baked goods. And there is ample outdoor seating and food trucks! What's not to like? Oh right",the parking. It can get pretty bad and sometimes you'll drive around for 30 minutes looking for a spot and then just give up and go to Wheatsville for coffee. They have added additional parking behind the businesses next door
5490,Radio Coffee & Beer,""" 4/7/2016 I went on a Monday night to listen to bluegrass.  Band was great","ambiance was great.  Only complaint is that they and the food trucks didn't seem well prepared for the crowd.  50 minutes for a taco?  I don't think so.  And items would be forgotten and server would forget to come back. I'm sure I'd enjoy it more with less people. See all photos from Cherry T. for Radio Coffee & Beer """
5491,Radio Coffee & Beer,""" 3/29/2016 1 check-in Awesome coffee shop with a huge","lovely courtyard. I had a delicious spicy chai and enjoyed sipping it leisurely outside. """
5492,Radio Coffee & Beer,""" 5/22/2016 Nothing exciting.  Just a typical coffee bar. The lack of parking is a huge turnoff. The food trucks are alright","but again nothing screams amazing.  Yeah they might have beer but I will enjoy one at home. """
5493,Radio Coffee & Beer,9/18/2016 1 check-in Great coffee in a relaxing environment. Very zen* every time I'm in ATX I go out of my way to come here. Love it. Great coffee,5.0 star rating
5494,Radio Coffee & Beer,4/3/2016 Really cool concept. They serve both coffee and beer and have two food trucks out back for your taco fix. I love  the outside seating area and the bar area inside. It's very busy and lines are a thing BUT not bad. The kombucha is amazing and the coffee as well. They have a large beer selection and super friendly staff. Definitely come here for a Sunday Funday or to meet up with friends. They also have live music at night. I highly recommend this place. I wish they had places like this back on the East coast.,5.0 star rating
5495,Radio Coffee & Beer,""" 9/28/2015 2 check-ins Nice","mellow coffee shop/bar.  I came here a couple of times during my trip. They have plenty of seating inside and out. Service were was great and prompt. I also like that they serve Stumptown coffee.  Would defintely come back. """
5496,Radio Coffee & Beer,""" 5/8/2016 Found this coffee shop on a whim last week",and fell in love with it. We came at night and it had such a nice Austin ambience to it
5497,Radio Coffee & Beer,""" 1/22/2016 Updated review 3 check-ins I was fixin to write a complainey review about how I'm consistently frustrated by the parking here.  This fact remains true",but I've shifted course.  Instead I'm going to write a review about the friendly staff. I just had a particularly lovely interaction with a sweetheart barista who kindly asked me how my morning has been. When I told her honestly it was pretty crappy
